Ind;fameff;bloc;PU;rg;n;fam;trait;oid4_09;oid5_10;oid5_11;oid4_12;gel_13;oid2_13;oid_16;oid_17;pgland;date_em;Hfin09;Hfin10;Hfin11;Hfin12;Hdeb14;Hdeb15;Hdeb16;Hdeb17;diam16;an_mort;H09v;H10v;H11v;H12v;H14v;H15v;H16v;H17v;exp;oid_moy;survie2017
B1B35;45;2;1;2;35;45;renf;;;;;;;;;6.4;;;;;;;;;;;g;;;;;;;;;exp;;
B1B36;51;2;1;2;36;51;renf;;;;;;;;;2.5;;;;;;;;;;;g;;;;;;;;;exp;;
B1B37;77;2;1;2;37;77;renf;10;31.6;78;60;1;25;100;25;5.7;135;18.5;27;33;30;27;34;40;48;10.5;vivant;18.5;27;33;30;27;34;40;48;exp;40.92;1
B1B38;76;2;1;2;38;76;renf;;;;;;;;;6.5;;;;;;;;;;;g;;;;;;;;;exp;;
B1B4;48;2;1;2;4;48;renf;5;39.2;50;3;0;25;;;6.3;224;5.5;19;23;26.5;6;0;0;0;;2015;5.5;19;23;26.5;6;;;;exp;24.44;0
B1B5;75;2;1;2;5;75;renf;0;42;27;12;1;50;;;4.4;153;18;24;31;31.5;0;0;0;0;;2014;18;24;31;31.5;;;;;exp;26.2;0
B1B6;48;2;1;2;6;48;renf;;;;;;;;;1.7;;;;;;;;;;;g;;;;;;;;;exp;;
B1B7;71;2;1;2;7;71;renf;10;35.4;70;36;1;50;;;4.2;153;6;25;37;41;0;0;0;0;;2014;6;25;37;41;;;;;exp;40.28;0
B1B8;11;2;1;2;8;11;renf;20;45.6125;90;7;1;50;90;15;7.9;153;12;30;44;38;24;35;48;46;5.8;vivant;12;30;44;38;24;35;48;46;exp;42.5225;1
B1B9;45;2;1;2;9;45;renf;20;40.6;59;3;1;25;100;;3.3;153;8;14;34;36;19;7;8;0;7.8;2017;8;14;34;36;19;7;8;;exp;29.52;0
B1C10;1;2;1;3;10;1;renf;20;36.5875;85;15;0;25;;;5.8;135;19;25;36;35;0;0;0;0;;2014;19;25;36;35;;;;;exp;36.3175;0
B1C11;48;2;1;3;11;48;renf;;;;;;;;;3;;;;;;;;;;;g;;;;;;;;;exp;;
B1C12;75;2;1;3;12;75;renf;20;46.8;41;20;1;50;;;3.6;135;10;15;27;32;0;0;0;0;;2014;10;15;27;32;;;;;exp;35.56;0
B1C13;75;2;1;3;13;75;renf;30;56.3;78;20;1;50;;;4.3;135;14.5;25;42;50;0;0;0;0;;2014;14.5;25;42;50;;;;;exp;46.86;0
B1C14;71;2;1;3;14;71;renf;30;39.9125;78;8;1;50;95;40;5.3;135;21.5;25;37;39;9;16;23;15;17.2;vivant;21.5;25;37;39;9;16;23;15;exp;41.1825;1
B1C15;75;2;1;3;15;75;renf;10;36.5875;44;11;1;25;90;;4.3;135;14;23;35;39;7;16;14;0;11.4;2017;14;23;35;39;7;16;14;;exp;25.3175;0
B1C16;1;2;1;3;16;1;renf;20;39.2;70;11;0;25;90;5;6.3;168;14;23;43;45;44;36;36;13;12.6;vivant;14;23;43;45;44;36;36;13;exp;33.04;1
B1C17;9;2;1;3;17;9;renf;20;36.75;32;60;0;50;;;5;168;14;32;32;33;0;0;0;0;;2014;14;32;32;33;;;;;exp;39.75;0
B1C18;74;2;1;3;18;74;renf;;;;;;;;;4.1;;;;;;;;;;;g;;;;;;;;;exp;;
B1C19;73;2;1;3;19;73;renf;10;39.2;35;20;0;25;40;30;4.3;135;13.5;27;36;34;13;10;14;5;8.3;vivant;13.5;27;36;34;13;10;14;5;exp;25.84;1
B1C2;72;2;1;3;2;72;renf;30;49.8875;60;52;0;25;90;10;6.7;135;19.5;30;32;29;10;20;29;30;10;vivant;19.5;30;32;29;10;20;29;30;exp;43.3775;1
B1C20;45;2;1;3;20;45;renf;;;;;;;;;2.7;;;;;;;;;;;g;;;;;;;;;exp;;
B1C21;11;2;1;3;21;11;renf;;;;;;;;;5.1;;;;;;;;;;;g;;;;;;;;;exp;;
B1C22;72;2;1;3;22;72;renf;10;39.925;60;12;1;50;70;15;4.9;135;11;28;36;37;33;35;38;37;12.5;vivant;11;28;36;37;33;35;38;37;exp;34.385;1
B1C23;70;2;1;3;23;70;renf;;;;;;;;;3.4;;;;;;;;;;;g;;;;;;;;;exp;;
B1C24;9;2;1;3;24;9;renf;;;;;;;;;3.4;;;;;;;;;;;g;;;;;;;;;exp;;
B1C25;73;2;1;3;25;73;renf;0;63.2;34;16.5;0;;;;4.3;135;9;14;29;28.5;26;0;0;0;;2015;9;14;29;28.5;26;;;;exp;;0
B1C26;51;2;1;3;26;51;renf;;;;;;;;;5;;;;;;;;;;;g;;;;;;;;;exp;;
B1C27;45;2;1;3;27;45;renf;40;46.45;83;60;0;50;;;8;135;23.5;30;46;45;0;0;0;0;;2014;23.5;30;46;45;;;;;exp;55.89;0
B1C28;27;2;1;3;28;27;renf;20;42.4;68;40;0;;;;4.5;135;19.5;24;32;32.5;0;0;0;0;;2014;19.5;24;32;32.5;;;;;exp;;0
B1C29;51;2;1;3;29;51;renf;;;;;;;;;4.9;;;;;;;;;;;g;;;;;;;;;exp;;
B1C3;71;2;1;3;3;71;renf;;;;;;;;;5.1;;;;;;;;;;;g;;;;;;;;;exp;;
B1C30;45;2;1;3;30;45;renf;;;;;;;;;2.8;;;;;;;;;;;g;;;;;;;;;exp;;
B1C31;1;2;1;3;31;1;renf;20;31;83;26;0;25;40;0;5.3;153;17;36;40;40;9;16;28;21;3;vivant;17;36;40;40;9;16;28;21;exp;37;1
B1C32;1;2;1;3;32;1;renf;10;35.2;95;;;;;;6;135;12;20;12;0;0;0;0;0;;2012;12;20;12;;;;;;exp;;0
B1C33;71;2;1;3;33;72;renf;20;41.1;60;54;1;25;70;0;8.8;135;19;35;36;30;11;15;17;12;8.5;vivant;19;35;36;30;11;15;17;12;exp;40.02;1
B1C34;76;2;1;3;34;76;renf;5;30;95;;;;;;3.2;135;6;11;11;0;0;0;0;4;;2012;6;11;11;;;;;4;exp;;0
B1C35;70;2;1;3;35;70;renf;5;39.925;65;14;0;25;60;0;3.7;269;8;19;25;26;12;11;22;10;5.2;vivant;8;19;25;26;12;11;22;10;exp;29.785;1
B1C36;71;2;1;3;36;71;renf;;;;;;;;;9.2;;;;;;;;;;;g;;;;;;;;;exp;;
B1C37;77;2;1;3;37;77;renf;;;;;;;;;1.9;;;;;;;;;;;g;;;;;;;;;exp;;
B1C38;1;2;1;3;38;1;renf;;;;;;;;;5.2;;;;;;;;;;;g;;;;;;;;;exp;;
B1C4;77;2;1;3;4;77;renf;;;;;;;;;1.5;;;;;;;;;;;g;;;;;;;;;exp;;
B1C5;72;2;1;3;5;72;renf;20;56.575;73;23;1;0;85;15;5;168;17;36;49;54;57;60;62;60;28.5;vivant;17;36;49;54;57;60;62;60;exp;34.515;1
B1C6;75;2;1;3;6;75;renf;;;;;;;;;2.8;;;;;;;;;;;g;;;;;;;;;exp;;
B1C7;77;2;1;3;7;77;renf;;;;;;;;;1.5;;;;;;;;;;;g;;;;;;;;;exp;;
B1C8;74;2;1;3;8;74;renf;;;;;;;;;3;;;;;;;;;;;g;;;;;;;;;exp;;
B1C9;27;2;1;3;9;27;renf;20;31.6;53;12;1;50;;;5.9;135;23;23;38;46;0;0;0;0;;2014;23;23;38;46;;;;;exp;33.32;0
B1D10;71;2;1;4;10;71;renf;20;37.95;68;20;0;5;;;7;135;22;31;32;36;0;0;0;0;;2014;22;31;32;36;;;;;exp;30.19;0
B1D11;77;2;1;4;11;77;renf;20;49;73;7.5;0;25;50;0;5.7;153;15;19;24;24.5;9;11;9;1;4.2;vivant;15;19;24;24.5;9;11;9;1;exp;34.9;1
B1D12;45;2;1;4;12;45;renf;30;45.2;68;19;1;25;;;4.8;186;8.5;20;29;30.5;0;0;0;0;;2014;8.5;20;29;30.5;;;;;exp;37.44;0
B1D13;11;2;1;4;13;11;renf;;;;;;;;;1.9;;;;;;;;;;;g;;;;;;;;;exp;;
B1D14;70;2;1;4;14;70;renf;20;52.4;83;15;0;25;;;3.6;135;14.5;23;27;33.5;0;0;0;0;;2014;14.5;23;27;33.5;;;;;exp;39.08;0
B1D15;74;2;1;4;15;74;renf;;;;;;;;;2.5;;;;;;;;;;;g;;;;;;;;;exp;;
B1D16;72;2;1;4;16;72;renf;;;;;;;;;5.2;;;;;;;;;;;g;;;;;;;;;exp;;
B1D17;51;2;1;4;17;51;renf;;;;;;;;;1.6;;;;;;;;;;;g;;;;;;;;;exp;;
B1D18;71;2;1;4;18;71;renf;10;24.5;39;;0;50;;;5.2;135;9;15;19;18;0;0;0;0;;2014;9;15;19;18;;;;;exp;;0
B1D19;71;2;1;4;19;71;renf;10;24;17;0;1;0;;;5.6;135;9;10;11;11;0;0;0;0;;2014;9;10;11;11;;;;;exp;10.2;0
B1D2;45;2;1;4;2;45;renf;0;40.5;49;7.5;1;50;70;3;6;269;5;27;40;45;49;52;54;51;4;vivant;5;27;40;45;49;52;54;51;exp;29.4;1
B1D20;1;2;1;4;20;1;renf;10;39.2;41;42.5;1;50;95;20;9.7;135;16;22;40;57;69;71;75;74;21.7;vivant;16;22;40;57;69;71;75;74;exp;36.54;1
B1D21;70;2;1;4;21;70;renf;30;52.4;60;45;0;50;30;;7.2;186;24;30;35;36;8;12;18;0;10;2017;24;30;35;36;8;12;18;;exp;47.48;0
B1D22;27;2;1;4;22;27;renf;;;;;;;;;4.1;;;;;;;;;;;g;;;;;;;;;exp;;
B1D23;11;2;1;4;23;11;renf;;;;;;;;;4.3;;;;;;;;;;;g;;;;;;;;;exp;;
B1D24;1;2;1;4;24;1;renf;10;35.4;70;4.5;0;0;75;5;6.3;186;18;25;35;33.5;31;29;43;43;21.1;vivant;18;25;35;33.5;31;29;43;43;exp;23.98;1
B1D25;77;2;1;4;25;77;renf;;;;;;;;;5;;;;;;;;;;;g;;;;;;;;;exp;;
B1D26;75;2;1;4;26;75;renf;20;58.5;57;12;1;50;90;20;3.6;135;16;36;50;52.5;11;15;26;20;18.2;vivant;16;36;50;52.5;11;15;26;20;exp;39.5;1
B1D27;9;2;1;4;27;9;renf;10;45.6;85;0;0;50;;;2.2;168;9;18;29;29;0;0;0;0;;2014;9;18;29;29;;;;;exp;38.12;0
B1D28;72;2;1;4;28;72;renf;10;36.75;41;27.5;0;0;80;5;5.8;153;15.5;50;61;59;5;7;11;12;11.4;vivant;15.5;50;61;59;5;7;11;12;exp;23.05;1
B1D29;75;2;1;4;29;75;renf;20;63.2;41;16;0;25;;;4.3;135;22;30;48;48;0;0;0;0;;2014;22;30;48;48;;;;;exp;33.04;0
B1D3;73;2;1;4;3;73;renf;;;;;;;;;4.2;;;;;;;;;;;g;;;;;;;;;exp;;
B1D30;72;2;1;4;30;72;renf;30;33.625;65;6;1;50;30;10;4.5;168;18;44;55;56;58;64;45;38;11.1;vivant;18;44;55;56;58;64;45;38;exp;36.925;1
B1D31;1;2;1;4;31;1;renf;20;41.3375;52;11;1;25;20;;6.2;153;19;21;25;31;19;17;14;0;8;2017;19;21;25;31;19;17;14;;exp;29.8675;0
B1D32;77;2;1;4;32;77;renf;;;;;;;;;3.6;;;;;;;;;;;g;;;;;;;;;exp;;
B1D33;9;2;1;4;33;9;renf;;;;;;;;;2.9;;;;;;;;;;;g;;;;;;;;;exp;;
B1D34;48;2;1;4;34;48;renf;;;;;;;;;3.1;;;;;;;;;;;g;;;;;;;;;exp;;
B1D35;77;2;1;4;35;77;renf;20;46;68;80;0;0;80;2;3.8;135;11.5;29;28;36;14;21;23;5;5.5;vivant;11.5;29;28;36;14;21;23;5;exp;42.8;1
B1D36;77;2;1;4;36;77;renf;10;55.375;75;35;0;0;90;35;5.1;153;18;30;37;42;45;60;69;81;18.2;vivant;18;30;37;42;45;60;69;81;exp;35.075;1
B1D37;71;2;1;4;37;71;renf;10;34.925;49;50;1;50;;;4.9;135;11;14;37;38.5;10;12;0;0;;2016;11;14;37;38.5;10;12;;;exp;38.785;0
B1D38;48;2;1;4;38;48;renf;;;;;;;;;5.8;;;;;;;;;;;g;;;;;;;;;exp;;
B1D4;75;2;1;4;4;75;renf;;;;;;;;;3.7;;;;;;;;;;;g;;;;;;;;;exp;;
B1D5;9;2;1;4;5;9;renf;;;;;;;;;2.6;;;;;;;;;;;g;;;;;;;;;exp;;
B1D6;70;2;1;4;6;70;renf;30;39.2;57;7.5;0;5;;;5.4;186;16;21;23;22.5;0;0;0;0;;2014;16;21;23;22.5;;;;;exp;27.74;0
B1D7;48;2;1;4;7;48;renf;0;32.95;43;12;1;25;;;5.4;135;13;24;36;38;0;0;0;0;;2014;13;24;36;38;;;;;exp;22.59;0
B1D8;27;2;1;4;8;27;renf;20;43.4;38;0;1;25;;;4;168;9.5;12;15;16;0;0;0;0;;2014;9.5;12;15;16;;;;;exp;25.28;0
B1D9;48;2;1;4;9;48;renf;10;39.9125;70;7;0;25;90;25;5.1;135;13;17;32;35.5;20;12;19;20;14;vivant;13;17;32;35.5;20;12;19;20;exp;30.3825;1
B1E10;72;2;1;5;10;72;renf;20;58.4;64;8.5;1;25;95;15;5.8;135;13;22;29;29;10;14;20;14;9;vivant;13;22;29;29;10;14;20;14;exp;35.18;1
B1E11;75;2;1;5;11;75;renf;10;45;50;0;1;25;;;4.6;153;15;22;49;44;0;0;0;0;;2014;15;22;49;44;;;;;exp;26;0
B1E12;71;2;1;5;12;72;renf;10;42.0625;70;8;0;25;70;10;6.4;153;13;14;24;29;14;15;20;0;10;2017;13;14;24;29;14;15;20;;exp;31.0125;0
B1E13;72;2;1;5;13;72;renf;0;31.5;73;30;0;25;;;6.2;224;3;12;16;15.5;0;0;0;0;;2014;3;12;16;15.5;;;;;exp;31.9;0
B1E14;73;2;1;5;14;73;renf;;;;;;;;;2.2;;;;;;;;;;;g;;;;;;;;;exp;;
B1E15;70;2;1;5;15;70;renf;20;51.3375;55;11;0;5;75;20;6.7;168;27;28;32;37;35;40;46;35;13.1;vivant;27;28;32;37;35;40;46;35;exp;28.4675;1
B1E16;45;2;1;5;16;45;renf;;;;;;;;;5;;;;;;;;;;;g;;;;;;;;;exp;;
B1E17;73;2;1;5;17;73;renf;;;;;;;;;2.1;135;0;0;0;0;0;0;0;0;;2009;;;;;;;;;exp;;0
B1E18;70;2;1;5;18;70;renf;20;46.6;39;3;0;0;;;6.1;135;25;19;19;24;0;0;0;0;;2014;25;19;19;24;;;;;exp;21.72;0
B1E19;27;2;1;5;19;27;renf;20;53.6;42;8;1;50;;;5.7;186;17;23;22;21.5;0;0;0;0;;2014;17;23;22;21.5;;;;;exp;34.72;0
B1E2;51;2;1;5;2;51;renf;;;;;;;;;4.8;;;;;;;;;;;g;;;;;;;;;exp;;
B1E20;75;2;1;5;20;75;renf;;;;;;;;;2.6;;;;;;;;;;;g;;;;;;;;;exp;;
B1E21;11;2;1;5;21;11;renf;30;50.6;42;8;1;50;80;10;5.1;224;16;38;36;36;11;17;19;16;8.1;vivant;16;38;36;36;11;17;19;16;exp;36.12;1
B1E22;11;2;1;5;22;11;renf;;;;;;;;;3.8;;;;;;;;;;;g;;;;;;;;;exp;;
B1E23;72;2;1;5;23;72;renf;;;;;;;;;3.3;;;;;;;;;;;g;;;;;;;;;exp;;
B1E24;9;2;1;5;24;9;renf;;;;;;;;;3.8;;;;;;;;;;;g;;;;;;;;;exp;;
B1E25;51;2;1;5;25;51;renf;;;;;;;;;2.1;;;;;;;;;;;g;;;;;;;;;exp;;
B1E26;70;2;1;5;26;70;renf;20;39.2;60;9.5;0;50;;;4.5;168;17;30;36;39;1;0;0;0;;2015;17;30;36;39;1;;;;exp;35.74;0
B1E27;9;2;1;5;27;9;renf;;;;;;;;;0.7;;;;;;;;;;;g;;;;;;;;;exp;;
B1E28;72;2;1;5;28;72;renf;20;49.4;67;9.5;1;25;70;15;5.5;153;25;45;54;54;6;15;0;16;;2016;25;45;54;54;6;15;;16;exp;34.18;0
B1E29;48;2;1;5;29;48;renf;;;;;;;;;2.8;;;;;;;;;;;g;;;;;;;;;exp;;
B1E3;27;2;1;5;3;27;renf;30;40.5;19;35;0;;;;4.5;269;4;9;11;11;0;0;0;0;;2013;4;9;11;11;;;;;exp;;0
B1E30;1;2;1;5;30;1;renf;10;58.6;73;0.9;0;25;85;10;6.8;153;12;32;47;51;55;56;45;40;16;vivant;12;32;47;51;55;56;45;40;exp;33.5;1
B1E31;48;2;1;5;31;48;renf;;;;;;;;;3;;;;;;;;;;;g;;;;;;;;;exp;;
B1E32;45;2;1;5;32;45;renf;0;58.5;78;27.5;1;25;95;15;7.4;135;15;35;51;53;64;65;68;0;21.1;2017;15;35;51;53;64;65;68;;exp;37.8;0
B1E33;73;2;1;5;33;73;renf;;;;;;;;;2.8;;;;;;;;;;;g;;;;;;;;;exp;;
B1E34;73;2;1;5;34;73;renf;10;66.8;70;45;1;50;100;15;4.5;153;10;31;52;59;52;45;45;8;10;vivant;10;31;52;59;52;45;45;8;exp;48.36;1
B1E35;71;2;1;5;35;71;renf;20;45.6125;65;20;1;50;;;3.5;168;11;27;36;39.5;0;0;0;0;;2014;11;27;36;39.5;;;;;exp;40.1225;0
B1E36;76;2;1;5;36;76;renf;5;32;65;34;0;5;95;20;5.4;224;7;19;34;37;31;60;69;58;6.4;vivant;7;19;34;37;31;60;69;58;exp;28.2;1
B1E37;76;2;1;5;37;76;renf;20;49.8875;25;0.9;0;0;100;2;6.7;186;21.5;38;40;40;40;37;42;10;6.2;vivant;21.5;38;40;40;40;37;42;10;exp;19.1575;1
B1E38;48;2;1;5;38;48;renf;20;45.75;29;67.5;0;50;;;5.5;135;14;13;11;8;0;0;0;0;;2014;14;13;11;8;;;;;exp;42.45;0
B1E4;72;2;1;5;4;72;renf;20;48;80;28;0;25;;;6.2;153;19;28;27;21;0;0;0;0;;2014;19;28;27;21;;;;;exp;40.2;0
B1E5;72;2;1;5;5;72;renf;20;49.8875;50;0;0;0;75;5;4;168;16;35;41;43;24;25;27;32;8;vivant;16;35;41;43;24;25;27;32;exp;23.9775;1
B1E6;9;2;1;5;6;9;renf;;;;;;;;;4.9;;;;;;;;;;;g;;;;;;;;;exp;;
B1E7;51;2;1;5;7;51;renf;5;32.95;39;3;1;50;;;5.7;135;6;12;20;23;7;0;0;0;;2015;6;12;20;23;7;;;;exp;25.99;0
B1E8;75;2;1;5;8;75;renf;40;47.8;43;13.5;1;25;90;40;5.2;135;18;37;50;55;65;59;54;49;8.2;vivant;18;37;50;55;65;59;54;49;exp;33.86;1
B1E9;73;2;1;5;9;73;renf;;;;;;;;;2.2;;;;;;;;;;;g;;;;;;;;;exp;;
B1H10;77;2;1;8;10;77;renf;0;21.25;95;12;0;5;90;4;3.1;135;9;14;19;19;16;32;30;25;5.5;vivant;9;14;19;19;16;32;30;25;exp;26.65;1
B1H11;76;2;1;8;11;76;renf;;;;;;;;;3;;;;;;;;;;;g;;;;;;;;;exp;;
B1H12;71;2;1;8;12;72;renf;10;58;51;16;1;25;;;4.8;168;19.5;32;45;45;5;11;0;0;;2016;19.5;32;45;45;5;11;;;exp;32;0
B1H13;76;2;1;8;13;76;renf;40;58.875;88;65;1;50;90;5;5.2;135;14;15;23;19;16;14;18;29;3.6;vivant;14;15;23;19;16;14;18;29;exp;60.375;1
B1H14;27;2;1;8;14;27;renf;10;10;95;;;;;;4.6;135;12;12;10;0;0;0;0;0;;2012;12;12;10;;;;;;exp;;0
B1H15;1;2;1;8;15;1;renf;10;36.25;55;8;;;85;2;7.1;153;16.5;36;44;46;48;43;18;18;10.5;vivant;16.5;36;44;46;48;43;18;18;exp;;1
B1H16;48;2;1;8;16;48;renf;;;;;;;;;3.7;;;;;;;;;;;g;;;;;;;;;exp;;
B1H17;73;2;1;8;17;73;renf;40;30.3;65;31;0;25;;;5.5;135;17;35;43;47;41;11;5;0;8.2;2017;17;35;43;47;41;11;5;;exp;38.26;0
B1H18;27;2;1;8;18;27;renf;40;33.625;41;27;1;50;50;;9.6;153;25.5;46;54;56;39;10;6;0;3.1;2017;25.5;46;54;56;39;10;6;;exp;38.325;0
B1H19;71;2;1;8;19;71;renf;20;28.75;60;16;0;50;;;5.1;153;14;28;30;25;0;0;0;0;;2014;14;28;30;25;;;;;exp;34.95;0
B1H2;11;2;1;8;2;11;renf;30;52.3;46;13.5;1;50;;;6.5;153;12;22;40;42;0;0;0;0;;2014;12;22;40;42;;;;;exp;38.36;0
B1H20;77;2;1;8;20;77;renf;20;34.75;90;;;;;;5.2;186;18.5;37;35;27;0;0;0;0;;2013;18.5;37;35;27;;;;;exp;;0
B1H22;71;2;1;8;22;71;renf;30;4.375;52;16.5;1;50;;;6.7;135;15;28;38;40;0;0;0;0;;2014;15;28;38;40;;;;;exp;30.575;0
B1H23;77;2;1;8;23;77;renf;;;;;;;;;4.5;;;;;;;;;;;g;;;;;;;;;exp;;
B1H24;27;2;1;8;24;27;renf;;;;;;;;;3.9;;;;;;;;;;;g;;;;;;;;;exp;;
B1H25;11;2;1;8;25;11;renf;;;;;;;;;3.5;;;;;;;;;;;g;;;;;;;;;exp;;
B1H26;73;2;1;8;26;73;renf;;;;;;;;;1.8;;;;;;;;;;;g;;;;;;;;;exp;;
B1H27;11;2;1;8;27;11;renf;20;18;80;58;0;50;40;;5.3;153;12;15;21;25;7;8;6;0;6.6;2017;12;15;21;25;7;8;6;;exp;45.2;0
B1H28;72;2;1;8;28;72;renf;;;;;;;;;2;;;;;;;;;;;g;;;;;;;;;exp;;
B1H29;11;2;1;8;29;11;renf;;;;;;;;;4.5;;;;;;;;;;;g;;;;;;;;;exp;;
B1H3;72;2;1;8;3;72;renf;0;42.25;55;15;0;0;;;3.7;135;8;21;21;26;0;0;0;0;;2014;8;21;21;26;;;;;exp;22.45;0
B1H30;71;2;1;8;30;71;renf;20;31.6;58;50;0;25;;;4.8;153;18.5;32;38;36;0;0;0;0;;2014;18.5;32;38;36;;;;;exp;36.92;0
B1H31;45;2;1;8;31;45;renf;10;15;73;12.5;1;50;50;0;4.5;135;13;44;59;56;56;56;47;6;16.1;vivant;13;44;59;56;56;56;47;6;exp;32.1;1
B1H32;76;2;1;8;32;76;renf;;;;;;;;;3.8;;;;;;;;;;;g;;;;;;;;;exp;;
B1H33;72;2;1;8;33;72;renf;30;29.125;73;67.5;0;25;;;4.8;224;20;26;32;23;6;3;4;0;2.8;2017;20;26;32;23;6;3;4;;exp;44.925;0
B1H34;70;2;1;8;34;70;renf;;;;;;;;;4.6;;;;;;;;;;;g;;;;;;;;;exp;;
B1H35;72;2;1;8;35;72;renf;40;21.625;78;67.5;0;25;70;2;4.2;186;16;29;33;38;27;27;29;2;9.2;vivant;16;29;33;38;27;27;29;2;exp;46.425;1
B1H36;1;2;1;8;36;1;renf;30;17.65;78;55;0;0;80;;6.4;153;21;25;34;47;63;77;71;0;15.4;2017;21;25;34;47;63;77;71;;exp;36.13;0
B1H37;77;2;1;8;37;77;renf;;;;;;;;;3.4;;;;;;;;;;;g;;;;;;;;;exp;;
B1H38;48;2;1;8;38;48;renf;;;;;;;;;2.2;;;;;;;;;;;g;;;;;;;;;exp;;
B1H4;72;2;1;8;4;72;renf;;;;;;;;;4;;;;;;;;;;;g;;;;;;;;;exp;;
B1H5;74;2;1;8;5;74;renf;;;;;;;;;3.9;;;;;;;;;;;g;;;;;;;;;exp;;
B1H6;27;2;1;8;6;27;renf;;;;;;;;;4.4;;;;;;;;;;;g;;;;;;;;;exp;;
B1H7;9;2;1;8;7;9;renf;5;;;;0;;;;3.2;186;7;0;10;8.5;0;0;0;0;;2013;7;;10;8.5;;;;;exp;;0
B1H8;11;2;1;8;8;11;renf;;;;;;;;;4.5;;;;;;;;;;;g;;;;;;;;;exp;;
B1H9;74;2;1;8;9;74;renf;;;;;;;;;2.9;;;;;;;;;;;g;;;;;;;;;exp;;
B1I12;48;2;1;9;12;48;renf;0;22.5;85;6;1;0;;;4.4;153;5.5;10;18;20.5;0;0;0;0;;2014;5.5;10;18;20.5;;;;;exp;22.7;0
B1I16;1;2;1;9;16;76;renf;5;18.55;78;22.5;0;5;100;0;4.1;135;8.5;27;42;42;33;36;32;9;8.3;vivant;8.5;27;42;42;33;36;32;9;exp;25.81;1
B1I17;1;2;1;9;17;1;renf;30;31.15;55;6;0;0;;;6.8;153;16;32;43;47;49;50;34;0;10.5;2017;16;32;43;47;49;50;34;;exp;24.43;0
B1I18;72;2;1;9;18;72;renf;20;31.6;63;30;0;;;;5.7;168;18.5;31;31;14;0;0;0;0;;2013;18.5;31;31;14;;;;;exp;;0
B1I19;9;2;1;9;19;9;renf;;;;;;;;;1.9;;;;;;;;;;;g;;;;;;;;;exp;;
B1I2;73;2;1;9;2;73;renf;0;25.30625;44;13.5;0;25;;;4.9;135;10;32;48;55;22;6;0;0;;2016;10;32;48;55;22;6;;;exp;21.56125;0
B1I20;74;2;1;9;20;74;renf;;;;;;;;;1.6;;;;;;;;;;;g;;;;;;;;;exp;;
B1I21;72;2;1;9;21;72;renf;30;32.3125;50;28;0;5;80;3;5.7;135;17.5;28;40;44;12;19;21;20;3.1;vivant;17.5;28;40;44;12;19;21;20;exp;29.0625;1
B1I22;71;2;1;9;22;72;renf;30;30;60;13.5;1;50;;;8.4;153;28;39;59;65;9;0;0;0;;2015;28;39;59;65;9;;;;exp;36.7;0
B1I23;70;2;1;9;23;70;renf;20;37.0625;65;11;0;0;90;5;5.7;168;12.5;36;50;52;54;53;59;62;16.4;vivant;12.5;36;50;52;54;53;59;62;exp;26.6125;1
B1I24;1;2;1;9;24;1;renf;;;;;;;;;6.8;;;;;;;;;;;g;;;;;;;;;exp;;
B1I25;72;2;1;9;25;72;renf;20;26.375;58;23;0;50;;;4.2;135;12;21;22;16;4;0;0;0;;2015;12;21;22;16;4;;;;exp;35.475;0
B1I26;75;2;1;9;26;75;renf;10;18;59;7;1;50;90;5;3.6;153;12;27;52;53;53;26;20;6;17.5;vivant;12;27;52;53;53;26;20;6;exp;28.8;1
B1I27;73;2;1;9;27;73;renf;0;2.5;31;26;1;25;80;;4.4;153;6;9;12;18;9;7;7;0;4.6;2017;6;9;12;18;9;7;7;;exp;16.9;0
B1I28;75;2;1;9;28;75;renf;10;27.5;55;30;1;50;;;2.7;135;13;21;27;28;0;0;0;0;;2014;13;21;27;28;;;;;exp;34.5;0
B1I29;11;2;1;9;29;11;renf;10;29.9375;54;30;1;50;;;3.9;186;10;24;35;37;10;4;0;0;;2016;10;24;35;37;10;4;;;exp;34.7875;0
B1I3;9;2;1;9;3;9;renf;10;15;39;;;;;;2.8;224;7;10;15;13;0;0;0;0;;2013;7;10;15;13;;;;;exp;;0
B1I30;72;2;1;9;30;72;renf;;;;;;;;;4.1;;;;;;;;;;;g;;;;;;;;;exp;;
B1I31;72;2;1;9;31;72;renf;20;38.90625;70;27.5;1;50;95;20;5.8;135;20.5;53;64;65.5;68;73;70;72;17.7;vivant;20.5;53;64;65.5;68;73;70;72;exp;41.28125;1
B1I32;72;2;1;9;32;72;renf;40;15;;70;0;;;;4.8;224;9.5;11;13;18;0;0;0;0;;2013;9.5;11;13;18;;;;;exp;;0
B1I33;72;2;1;9;33;73;renf;60;7.875;70;;0;;;;2.3;224;18;12;17;0;0;0;0;0;;2012;18;12;17;;;;;;exp;;0
B1I34;51;2;1;9;34;51;renf;;;;;;;;;4.1;;;;;;;;;;;g;;;;;;;;;exp;;
B1I35;9;2;1;9;35;9;renf;;;;;;;;;2.2;;;;;;;;;;;g;;;;;;;;;exp;;
B1I36;72;2;1;9;36;72;renf;;;;;;;;;5.4;;;;;;;;;;;g;;;;;;;;;exp;;
B1I37;76;2;1;9;37;76;renf;;;;;;;;;3.9;;;;;;;;;;;g;;;;;;;;;exp;;
