family	family_ncorr	pb_robot_SNPage	Index	Sample ID	Call Rate	Gender	p05 Grn	p50 Grn	p95 Grn	p05 Red	p50 Red	p95 Red	p10 GC	p50 GC	Rep Error Rate	PC Error Rate	PPC Error Rate	Aux	Genotype	Score	Subset	Array Info.Sentrix ID	Array Info.Sentrix Position
4	4ncorr	0	1	B00D64M	0.9342448	Unknown	1193	5471	22368	1607	8816	25783	0.4428563	0.749227	 	0.002090592	 	0		0.00		5662661015	R01C01
14	14ncorr	0	2	B00D64U	0.9296875	Unknown	1147	6716	27674	1328	9462	29776	0.4465337	0.7493504	 	0.006302521	 	0		0.00		5662661015	R01C02
1	1ncorr	0	3	B00D652	0.9309896	Unknown	969	5374	23522	1307	9268	27587	0.4449314	0.7506427	 	0.004895105	 	0		0.00		5662661015	R01C03
11	11ncorr	0	4	B00D65B	0.9296875	Unknown	1034	5398	25021	1549	11930	31175	0.4476436	0.7514559	 	0.005602241	 	0		0.00		5662661015	R01C04
9	9ncorr	0	5	B00D65J	0.9394531	Unknown	1134	5383	21812	1701	10700	30635	0.4403698	0.748841	 	0.003465004	 	0		0.00		5662661018	R01C01
0	14ncorr	0	6	B00D65X	0.8229167	Unknown	1275	5600	22061	1686	8949	28041	0.3872359	0.6982703	 	 	 	0		0.00		5662661018	R01C02
2	5ncorr	0	7	B00D666	0.9322917	Unknown	1102	6526	25839	1559	11553	34342	0.4529263	0.751745	 	 	0.01117318	0		0.00		5662661018	R01C03
2	2ncorr	0	8	B00D66F	0.9335938	Unknown	1044	6826	25792	1412	10380	31846	0.4380083	0.7478684	 	 	0.01185495	0		0.00		5662661018	R01C04
15	15ncorr	0	9	B00D66P	0.9361979	Unknown	1156	6459	24714	1620	11208	31538	0.4416463	0.7504809	 	0.004867872	 	0		0.00		5662661014	R01C01
98	98ncorr	0	10	B00D66W	0.9361979	Unknown	1016	5587	22324	1756	12184	33088	0.4397946	0.7507423	 	 	 	0		0.00		5662661014	R01C02
7	7ncorr	0	11	B00D674	0.9335938	Unknown	1000	5970	25300	1561	11349	34576	0.4418954	0.7508479	 	0.00488145	 	0		0.00		5662661014	R01C03
16	16ncorr	0	12	B00D67D	0.9329427	Unknown	928	5454	23087	1397	10091	31059	0.4400578	0.7508394	 	0.009071877	 	0		0.00		5662661014	R01C04
3	3ncorr	0	13	B00D64N	0.9303386	Unknown	1461	8132	29319	1559	9940	30325	0.4312964	0.7423418	 	0.00209937	 	0		0.00		5662661015	R02C01
11	11ncorr	0	14	B00D64V	0.9368489	Unknown	1276	6253	25924	1688	10989	30393	0.4298924	0.7482695	 	0.005559416	 	0		0.00		5662661015	R02C02
1	1ncorr	0	15	B00D653	0.9283854	Unknown	1071	6353	27308	1357	9827	29895	0.4408541	0.7503788	 	0.004207574	 	0		0.00		5662661015	R02C03
2	2ncorr	0	16	B00D65C	0.9329427	Unknown	1082	5740	25798	1513	10973	30495	0.450477	0.7515529	 	 	0.00837404	0		0.00		5662661015	R02C04
2	2ncorr	0	17	B00D65L	0.9381511	Unknown	1258	5936	22578	2076	12499	32904	0.4438987	0.7513749	 	 	0.01249133	0		0.00		5662661018	R02C01
9	9ncorr	0	18	B00D65Y	0.9401042	Unknown	1332	5774	23497	2142	12456	34718	0.4395135	0.7508479	 	0.001385042	 	0		0.00		5662661018	R02C02
2	2ncorr	0	19	B00D667	0.9296875	Unknown	906	5187	21498	1419	9803	29914	0.4425307	0.7510834	 	 	0.009803922	0		0.00		5662661018	R02C03
7	7ncorr	0	20	B00D66G	0.9257813	Unknown	1047	6042	25879	1525	10111	33225	0.4432743	0.7513669	 	0.003516174	 	0		0.00		5662661018	R02C04
1	1ncorr	0	21	B00D66Q	0.9277344	Unknown	819	4197	18879	1347	8864	27437	0.4397985	0.7429076	 	0.002807018	 	0		0.00		5662661014	R02C01
1	1ncorr	0	22	B00D66X	0.9296875	Unknown	748	4029	17540	1138	7228	26443	0.43871	0.7385962	 	0.006302521	 	0		0.00		5662661014	R02C02
14	14ncorr	0	23	B00D675	0.9342448	Unknown	1017	6065	25305	1635	11590	35506	0.440799	0.7493241	 	0.007665505	 	0		0.00		5662661014	R02C03
9	9ncorr	0	24	B00D67E	0.9348958	Unknown	985	5691	23261	1648	11793	33858	0.4353358	0.7416159	 	0.004178273	 	0		0.00		5662661014	R02C04
6	6ncorr	0	25	B00D64O	0.9303386	Unknown	1229	6780	26731	1600	11439	31875	0.4511854	0.7523878	 	0.00489853	 	0		0.00		5662661015	R03C01
2	2ncorr	0	26	B00D64W	0.9368489	Unknown	1170	6361	24542	1610	11001	28675	0.4403194	0.7513748	 	 	0.01181376	0		0.00		5662661015	R03C02
2	2ncorr	0	27	B00D7L2	0.9342448	Unknown	1097	6597	26397	1366	10626	29086	0.4453417	0.7517579	 	 	0.01114983	0		0.00		5662661015	R03C03
9	9ncorr	0	28	B00D65D	0.9401042	Unknown	1084	6414	24887	1389	9722	28438	0.4448	0.7490989	 	0.002077562	 	0		0.00		5662661015	R03C04
2	2ncorr	0	29	B00D65M	0.9309896	Unknown	793	3719	15221	1216	6927	22066	0.4183832	0.721375	 	 	0.01538462	0		0.00		5662661018	R03C01
2	2ncorr	0	30	B00D65Z	0.9348958	Unknown	897	4480	18532	1385	8571	25853	0.4333635	0.7408911	 	 	0.01532033	0		0.00		5662661018	R03C02
2	2ncorr	0	31	B00D668	0.9342448	Unknown	982	5568	21908	1568	10573	30941	0.4382054	0.7348854	 	 	0.01463415	0		0.00		5662661018	R03C03
15	15ncorr	0	32	B00D66H	0.9427083	Unknown	876	4852	21234	1398	10464	30684	0.438269	0.7478684	 	0.007596685	 	0		0.00		5662661018	R03C04
1	1ncorr	0	33	B00D66R	0.9394531	Unknown	771	4149	17431	1193	7999	25339	0.4370673	0.7423267	 	0.006237006	 	0		0.00		5662661014	R03C01
2	2ncorr	0	34	B00D66Y	0.9420573	Unknown	1106	6433	23902	1624	11172	31622	0.4385161	0.7509004	 	 	0.01105736	0		0.00		5662661014	R03C02
1	1ncorr	0	35	B00D676	0.9381511	Unknown	989	6039	23272	1472	10456	31233	0.4408205	0.748841	 	0.002081888	 	0		0.00		5662661014	R03C03
98	98ncorr	0	36	B00D67F	0.9342448	Unknown	783	4344	19532	1350	8842	30344	0.4408416	0.7423267	 	 	 	0		0.00		5662661014	R03C04
3famoz_A4	A4	0	37	B00D7MG	0.9361979	Unknown	1235	7088	26985	1544	11131	30022	0.4413256	0.7513669	0.002098638	 	 	0		0.00		5662661015	R04C01
10	10ncorr	0	38	B00D64X	0.9394531	Unknown	1161	6094	23114	1545	9831	27834	0.445476	0.7475304	 	0.002772003	 	0		0.00		5662661015	R04C02
11	11ncorr	0	39	B00D656	0.9329427	Unknown	1092	6043	24909	1320	9265	27460	0.4404497	0.7482695	 	0.006978367	 	0		0.00		5662661015	R04C03
9	9ncorr	0	40	B00D65E	0.9290364	Unknown	1089	6069	25702	1361	9541	28395	0.4531765	0.7519626	 	0.004204625	 	0		0.00		5662661015	R04C04
12	9ncorr	0	41	B00D65P	0.9309896	Unknown	930	4421	19426	1352	7588	25956	0.4420208	0.7411615	 	0.04055944	 	0		0.00		5662661018	R04C01
98	98ncorr	0	42	B00D660	0.9342448	Unknown	892	4347	17781	1365	8367	26140	0.4381966	0.7446857	 	 	 	0		0.00		5662661018	R04C02
9	9ncorr	0	43	B00D66A	0.9381511	Unknown	771	3913	17391	1279	8491	25962	0.4280677	0.7331925	 	0.003469813	 	0		0.00		5662661018	R04C03
98	98ncorr	0	44	B00D66J	0.9394531	Unknown	1006	5745	24376	1615	11737	33987	0.438337	0.75049	 	 	 	0		0.00		5662661018	R04C04
WATER	WATER	0	45	WATER	0.2330729	Unknown	110	150	2093	133	204	4315	0.3211602	0.5958512	0.00	 	 	0		0.00		5662661014	R04C01
1	1ncorr	0	46	B00D66Z	0.9355469	Unknown	625	3526	15776	972	6892	23374	0.4281813	0.735526	 	0.004175365	 	0		0.00		5662661014	R04C02
11	11ncorr	0	47	B00D677	0.9407552	Unknown	942	5714	25031	1561	12116	35035	0.438686	0.7509004	 	0.002076125	 	0		0.00		5662661014	R04C03
2	2ncorr	0	48	B00D67G	0.9375	Unknown	780	5193	22674	1353	11656	33265	0.4437498	0.7514639	 	 	0.01111111	0		0.00		5662661014	R04C04
14	14ncorr	0	49	B00D64P	0.9342448	Unknown	1349	7022	25999	1739	10794	30294	0.4408416	0.7515529	 	0.002787456	 	0		0.00		5662661015	R05C01
16	16ncorr	0	50	B00D64Y	0.9335938	Unknown	1120	6313	25802	1527	11350	29335	0.4407406	0.751745	 	0.007670851	 	0		0.00		5662661015	R05C02
2	2ncorr	0	51	B00D7L3	0.9375	Unknown	1152	6933	26802	1397	10310	29296	0.441668	0.7506756	 	 	0.009027778	0		0.00		5662661015	R05C03
1	1ncorr	0	52	B00D65F	0.9355469	Unknown	1101	6406	27549	1412	10648	29512	0.4453474	0.7510034	 	0.004175365	 	0		0.00		5662661015	R05C04
2famoz_3P	3P	0	53	B00D7MK	0.9388021	Unknown	857	4591	18479	1380	9176	26362	0.4369499	0.7431246	0.003512757	0.006125751	0.01237562	0		0.00		5662661018	R05C01
16	16ncorr	0	54	B00D661	0.9303386	Unknown	791	3774	16095	1267	7582	22761	0.4292709	0.7283461	 	0.00209937	 	0		0.00		5662661018	R05C02
12	12ncorr	0	55	B00D66B	0.9375	Unknown	1191	7177	27611	1666	11238	36689	0.4420331	0.7514639	 	0.004166667	 	0		0.00		5662661018	R05C03
5	5ncorr	0	56	B00D66K	0.9335938	Unknown	747	4614	19452	1126	8052	26229	0.4386189	0.7411622	 	0.00348675	 	0		0.00		5662661018	R05C04
14	14ncorr	0	57	B00D66S	0.9368489	Unknown	774	4720	19311	1068	8152	25889	0.4406922	0.7482419	 	0.006254343	 	0		0.00		5662661014	R05C01
5	5ncorr	0	58	B00D670	0.9407552	Unknown	885	5542	21908	1417	10227	30494	0.4386693	0.7502677	 	0.003460208	 	0		0.00		5662661014	R05C02
13	13ncorr	0	59	B00D678	0.9414063	Unknown	862	5580	24173	1509	12842	34784	0.445339	0.7511113	 	0.004840941	 	0		0.00		5662661014	R05C03
11	11ncorr	0	60	B00D67H	0.9381511	Unknown	855	4710	20574	1544	11112	30553	0.4414554	0.7515529	 	0.004163775	 	0		0.00		5662661014	R05C04
10	10ncorr	0	61	B00D64Q	0.9381511	Unknown	1340	6861	27229	1833	11943	31994	0.4423051	0.7515529	 	0.006245663	 	0		0.00		5662661015	R06C01
2	2ncorr	0	62	B00D64Z	0.9361979	Unknown	1220	6714	25438	1429	9952	27453	0.4406636	0.7513669	 	 	0.01112656	0		0.00		5662661015	R06C02
2	2ncorr	0	63	B00D658	0.9375	Unknown	1049	6310	25523	1335	9876	28799	0.4459213	0.7514639	 	 	0.0125	0		0.00		5662661015	R06C03
2famoz_3P	3P	0	64	B00D7MK	0.9375	Unknown	1049	6889	28120	1348	11352	31000	0.4429659	0.7508479	 	0.00	0.00	0		0.00		5662661015	R06C04
2	2ncorr	0	65	B00D65S	0.9290364	Unknown	684	3854	16480	1067	7164	24035	0.4413124	0.7279096	 	 	0.01121233	0		0.00		5662661018	R06C01
2	2ncorr	0	66	B00D663	0.9375	Unknown	1004	5042	19513	1515	9523	26630	0.4459602	0.7497858	 	 	0.01111111	0		0.00		5662661018	R06C02
2	2ncorr	0	67	B00D66C	0.9322917	Unknown	666	4294	18408	1031	7398	24846	0.4413253	0.7342962	 	 	0.01187151	0		0.00		5662661018	R06C03
11	11ncorr	0	68	B00D66L	0.9381511	Unknown	801	5423	23143	1315	10705	33201	0.4416017	0.7442426	 	0.0055517	 	0		0.00		5662661018	R06C04
7	7ncorr	0	69	B00D66T	0.9388021	Unknown	788	5022	22398	1212	9761	30521	0.4369244	0.7506427	 	0.006241331	 	0		0.00		5662661014	R06C01
1	1ncorr	0	70	B00D671	0.9342448	Unknown	583	3817	17192	960	8243	26264	0.4381416	0.7450335	 	0.009059234	 	0		0.00		5662661014	R06C02
98	98ncorr	0	71	B00D679	0.9368489	Unknown	764	4742	20108	1290	10044	29773	0.4360113	0.7507953	 	 	 	0		0.00		5662661014	R06C03
2	2ncorr	0	72	B00D67I	0.9322917	Unknown	938	5655	21556	1510	10706	30947	0.4496589	0.7518603	 	 	0.008379889	0		0.00		5662661014	R06C04
5	5ncorr	0	73	B00D64R	0.9368489	Unknown	1510	8117	30289	2016	13332	33998	0.4426576	0.7515529	 	0.005559416	 	0		0.00		5662661015	R07C01
3famoz_A4	A4	0	74	B00D7MG	0.9401042	Unknown	1230	6961	26651	1588	11664	30484	0.4364206	0.7506427	 	 	 	0		0.00		5662661015	R07C02
10	10ncorr	0	75	B00D659	0.9355469	Unknown	1142	7128	28103	1408	10594	32011	0.445559	0.7515529	 	0.002783577	 	0		0.00		5662661015	R07C03
2	2ncorr	0	76	B00D7L4	0.9368489	Unknown	1038	6540	26802	1290	9798	29895	0.4452247	0.7515529	 	 	0.01459347	0		0.00		5662661015	R07C04
2	2ncorr	0	77	B00D65T	0.9375	Unknown	737	4279	17611	1188	8186	25680	0.4408868	0.7483975	 	 	0.01041667	0		0.00		5662661018	R07C01
12	12ncorr	0	78	B00D664	0.9388021	Unknown	819	4448	20180	1238	8409	28078	0.4317571	0.7378206	 	0.002773925	 	0		0.00		5662661018	R07C02
2	2ncorr	0	79	B00D66D	0.9388021	Unknown	804	5227	22609	1381	12065	33277	0.440743	0.7506427	 	 	0.01040222	0		0.00		5662661018	R07C03
4	4ncorr	0	80	B00D66M	0.9296875	Unknown	897	6129	24843	1179	8727	29936	0.4471864	0.7490826	 	0.00210084	 	0		0.00		5662661018	R07C04
12	12ncorr	0	81	B00D66U	0.9361979	Unknown	875	5625	22094	1424	10974	32069	0.442482	0.7511296	 	0.005563282	 	0		0.00		5662661014	R07C01
2	2ncorr	0	82	B00D672	0.9401042	Unknown	848	5186	20896	1279	9627	27991	0.4421689	0.7503282	 	 	0.00900277	0		0.00		5662661014	R07C02
12	12ncorr	0	83	B00D67A	0.9329427	Unknown	695	4457	19930	1162	8371	28932	0.435873	0.748841	 	0.00418702	 	0		0.00		5662661014	R07C03
2	2ncorr	0	84	B00D7L6	0.9303386	Unknown	659	4325	17204	820	5971	21023	0.4455875	0.7440438	 	 	0.007697691	0		0.00		5662661014	R07C04
15	15ncorr	0	85	B00D64T	0.9329427	Unknown	1392	7886	30086	1729	11886	32830	0.4491973	0.7519584	 	0.004884857	 	0		0.00		5662661015	R08C01
6	2ncorr	0	86	B00D651	0.9316406	Unknown	1181	7178	29116	1504	11554	32577	0.4450931	0.7517579	 	0.05870021	 	0		0.00		5662661015	R08C02
14	14ncorr	0	87	B00D65A	0.9381511	Unknown	1107	6471	28230	1527	11417	32588	0.4392897	0.7502677	 	0.0055517	 	0		0.00		5662661015	R08C03
1	1ncorr	0	88	B00D65H	0.9309896	Unknown	1191	7631	29362	1496	11609	33038	0.4477546	0.751745	 	0.005594406	 	0		0.00		5662661015	R08C04
12	12ncorr	0	89	B00D65U	0.9355469	Unknown	885	5219	22121	1435	10337	31298	0.4407312	0.7474254	 	0.002783577	 	0		0.00		5662661018	R08C01
11	11ncorr	0	90	B00D665	0.9329427	Unknown	694	4570	20024	1102	9320	28935	0.4460968	0.7507852	 	0.004884857	 	0		0.00		5662661018	R08C02
4	4ncorr	0	91	B00D66E	0.9361979	Unknown	913	5846	24536	1433	10945	34029	0.4465569	0.7514639	 	0.004172462	 	0		0.00		5662661018	R08C03
10	11ncorr	0	92	B00D66O	0.9329427	Unknown	852	5698	24008	1502	13114	35333	0.441355	0.7507953	 	0.00418702	 	0		0.00		5662661018	R08C04
10	11ncorr	0	93	B00D66V	0.9375	Unknown	925	5279	21914	1555	11585	32222	0.4409022	0.7516426	 	0.005555556	 	0		0.00		5662661014	R08C01
2	2ncorr	0	94	B00D673	0.9381511	Unknown	709	4329	18959	1264	10567	29850	0.4407616	0.7507953	 	 	0.009021513	0		0.00		5662661014	R08C02
12	12ncorr	0	95	B00D67C	0.9309896	Unknown	824	5450	22930	1466	11506	33901	0.4416548	0.7518601	 	0.003496503	 	0		0.00		5662661014	R08C03
7	7ncorr	0	96	B00D67K	0.9316406	Unknown	777	4595	21212	1368	10523	31671	0.4415292	0.7507861	 	0.004192872	 	0		0.00		5662661014	R08C04
11	11ncorr	0	97	B00D67L	0.9335938	Unknown	1226	6702	25205	1838	12214	33713	0.4408167	0.7516413	 	0.0027894	 	0		0.00		5662661020	R01C01
15	15ncorr	0	98	B00D67T	0.9381511	Unknown	1099	6467	24852	1657	11838	33101	0.4458479	0.7507953	 	0.006245663	 	0		0.00		5662661020	R01C02
6	6ncorr	0	99	B00D682	0.9257813	Unknown	1112	6342	23878	1748	11668	32817	0.4506473	0.7526718	 	0.004219409	 	0		0.00		5662661020	R01C03
2	2ncorr	0	100	B00D689	0.9355469	Unknown	1023	6458	24612	1453	10394	30531	0.4467647	0.7513589	 	 	0.009046625	0		0.00		5662661020	R01C04
12	12ncorr	0	101	B00D68G	0.9348958	Unknown	1054	6599	24896	1671	11938	36224	0.4471336	0.7513669	 	0.005571031	 	0		0.00		5662661060	R01C01
6	6ncorr	0	102	B00D68O	0.9316406	Unknown	1136	5509	24390	1916	12312	35096	0.4419929	0.7517579	 	0.005590496	 	0		0.00		5662661060	R01C02
15	15ncorr	0	103	B00D68W	0.9348958	Unknown	995	6183	24440	1345	10528	31597	0.4365477	0.7508479	 	0.004178273	 	0		0.00		5662661060	R01C03
2	2ncorr	0	104	B00D696	0.9414063	Unknown	1097	6336	26594	1947	13971	38682	0.4395297	0.7513669	 	 	0.01659751	0		0.00		5662661060	R01C04
16	16ncorr	0	105	B00D69D	0.9427083	Unknown	1112	5604	22987	1839	11660	32351	0.4406051	0.7493522	 	0.007596685	 	0		0.00		5662661058	R01C01
9	9ncorr	0	106	B00D69L	0.9329427	Unknown	1035	4722	20263	1692	9706	29065	0.4336096	0.7513749	 	0.00209351	 	0		0.00		5662661058	R01C02
16	16ncorr	0	107	B00D69T	0.9420573	Unknown	1092	6582	26159	1865	13880	37481	0.4332308	0.7493804	 	0.00552868	 	0		0.00		5662661058	R01C03
11	11ncorr	0	108	B00D6A0	0.9329427	Unknown	970	6091	23175	1357	9893	29428	0.4391642	0.75049	 	0.002791347	 	0		0.00		5662661058	R01C04
14	14ncorr	0	109	B00D67M	0.9335938	Unknown	1253	6805	26444	2153	13609	37462	0.4380884	0.7493477	 	0.005578801	 	0		0.00		5662661020	R02C01
1	1ncorr	0	110	B00D67U	0.9296875	Unknown	1154	6878	28325	1728	12918	36431	0.440648	0.751642	 	0.004901961	 	0		0.00		5662661020	R02C02
6	6ncorr	0	111	B00D683	0.9231771	Unknown	1039	5565	27869	1575	10741	36236	0.4410774	0.7514418	 	0.001410437	 	0		0.00		5662661020	R02C03
12	12ncorr	0	112	B00D68A	0.9335938	Unknown	1073	7071	27336	1676	12892	37435	0.4421877	0.7514639	 	0.005578801	 	0		0.00		5662661020	R02C04
2	2ncorr	0	113	B00D7L8	0.9348958	Unknown	1297	7553	25888	1643	9777	32000	0.4387	0.7495128	 	 	0.0132312	0		0.00		5662661060	R02C01
10	10ncorr	0	114	B00D68P	0.9407552	Unknown	1196	5710	24684	2047	13182	36784	0.438151	0.7509004	 	0.006228374	 	0		0.00		5662661060	R02C02
11	11ncorr	0	115	B00D68X	0.9414063	Unknown	1148	6313	25817	1961	14658	38084	0.4308761	0.7508479	 	0.007607192	 	0		0.00		5662661060	R02C03
10	10ncorr	0	116	B00D697	0.9361979	Unknown	1099	6050	25786	1768	12059	36264	0.4456408	0.7508479	 	0.006258693	 	0		0.00		5662661060	R02C04
16	16ncorr	0	117	B00D69E	0.9368489	Unknown	1081	5492	21489	1746	10251	30582	0.4383969	0.7513325	 	0.009728978	 	0		0.00		5662661058	R02C01
5	5ncorr	0	118	B00D69M	0.9401042	Unknown	1463	6116	25433	2389	12835	35655	0.4360676	0.7503788	 	0.001385042	 	0		0.00		5662661058	R02C02
11	11ncorr	0	119	B00D69U	0.9316406	Unknown	1171	6398	25791	1962	13858	37043	0.441309	0.7515529	 	0.004192872	 	0		0.00		5662661058	R02C03
5	5ncorr	0	120	B00D6A1	0.9322917	Unknown	1145	5250	23050	2017	12059	34664	0.436159	0.7439373	 	0.002094972	 	0		0.00		5662661058	R02C04
12	12ncorr	0	121	B00D67N	0.9388021	Unknown	1194	7406	27142	1794	12818	36051	0.4405397	0.7508479	 	0.006934813	 	0		0.00		5662661020	R03C01
1	1ncorr	0	122	B00D67V	0.9368489	Unknown	1161	7457	28473	1585	11349	33734	0.4388552	0.7509004	 	0.005559416	 	0		0.00		5662661020	R03C02
3famoz_A4	A4	0	123	B00D7MG	0.9381511	Unknown	1143	7421	28652	1747	14284	37274	0.4460372	0.7517579	 	 	 	0		0.00		5662661020	R03C03
10	10ncorr	0	124	B00D68B	0.9420573	Unknown	1200	7369	29489	1781	14334	39015	0.4412087	0.7509004	 	0.002073255	 	0		0.00		5662661020	R03C04
7	7ncorr	0	125	B00D68I	0.9394531	Unknown	1132	6065	23799	1883	13143	35264	0.4333811	0.7513748	 	0.004851005	 	0		0.00		5662661060	R03C01
11	11ncorr	0	126	B00D68Q	0.9322917	Unknown	1238	6866	24766	1719	11555	32363	0.4356795	0.7433251	 	0.002793296	 	0		0.00		5662661060	R03C02
9	9ncorr	0	127	B00D68Y	0.9427083	Unknown	1100	6316	24589	1899	13997	37248	0.4404405	0.7508185	 	0.003453039	 	0		0.00		5662661060	R03C03
98	98ncorr	0	128	B00D698	0.9355469	Unknown	1204	6891	28000	2021	14545	38780	0.4455752	0.7513589	 	 	 	0		0.00		5662661060	R03C04
16	16ncorr	0	129	B00D69F	0.9433594	Unknown	1555	6489	25256	2402	12843	35356	0.4404627	0.7493241	 	0.003450656	 	0		0.00		5662661058	R03C01
14	14ncorr	0	130	B00D69N	0.9401042	Unknown	1296	6368	23437	1974	11237	33474	0.4444415	0.7503788	 	0.004847645	 	0		0.00		5662661058	R03C02
11	11ncorr	0	131	B00D69V	0.9368489	Unknown	1131	6051	24439	2143	15315	37118	0.4418404	0.7517322	 	0.00694927	 	0		0.00		5662661058	R03C03
7	7ncorr	0	132	B00D6A2	0.9388021	Unknown	1111	5544	22369	1854	12185	32599	0.4360735	0.7503788	 	0.006934813	 	0		0.00		5662661058	R03C04
2	2ncorr	0	133	B00D67O	0.9394531	Unknown	1153	6339	26221	1945	14169	37708	0.4469225	0.7513589	 	 	0.01455301	0		0.00		5662661020	R04C01
2	2ncorr	0	134	B00D7L7	0.9231771	Unknown	844	5689	21620	1102	8093	27470	0.4224984	0.7364969	 	 	0.01339915	0		0.00		5662661020	R04C02
14	14ncorr	0	135	B00D684	0.9316406	Unknown	1188	6953	28900	1812	13759	39176	0.4424355	0.7515845	 	0.005590496	 	0		0.00		5662661020	R04C03
15	15ncorr	0	136	B00D68C	0.9381511	Unknown	1108	7265	29472	1517	11164	34581	0.4316458	0.7502677	 	0.002081888	 	0		0.00		5662661020	R04C04
11	11ncorr	0	137	B00D68J	0.9401042	Unknown	1152	5816	24431	2055	13986	36795	0.4409484	0.7508479	 	0.003462604	 	0		0.00		5662661060	R04C01
1	1ncorr	0	138	B00D68R	0.9316406	Unknown	1128	5955	23372	1920	12805	34230	0.4465335	0.7517322	 	0.00349406	 	0		0.00		5662661060	R04C02
4	4ncorr	0	139	B00D690	0.9420573	Unknown	1167	6938	26651	1692	12179	35687	0.4406425	0.7502677	 	0.00414651	 	0		0.00		5662661060	R04C03
2	2ncorr	0	140	B00D699	0.9355469	Unknown	1013	6972	26076	1457	11161	33334	0.4433733	0.7515529	 	 	0.01322199	0		0.00		5662661060	R04C04
14	14ncorr	0	141	B00D69G	0.9355469	Unknown	1314	5818	22879	2179	12475	34666	0.4410056	0.7513749	 	0.006263048	 	0		0.00		5662661058	R04C01
10	10ncorr	0	142	B00D69O	0.9329427	Unknown	1324	6517	25731	1877	11634	32670	0.4432388	0.7513749	 	0.001395673	 	0		0.00		5662661058	R04C02
12	12ncorr	0	143	B00D69W	0.9342448	Unknown	1148	5929	22812	1913	11872	34283	0.4405929	0.7509004	 	0.005574913	 	0		0.00		5662661058	R04C03
7	7ncorr	0	144	B00D6A3	0.9160156	Unknown	624	3396	16591	1018	7018	24017	0.4138561	0.7205096	 	0.00355366	 	0		0.00		5662661058	R04C04
2	2ncorr	0	145	B00D67P	0.9375	Unknown	761	4590	19602	1248	9544	27861	0.4418218	0.7483635	 	 	0.01180556	0		0.00		5662661020	R05C01
11	11ncorr	0	146	B00D67Y	0.9322917	Unknown	915	5410	24056	1500	11553	32627	0.4462028	0.7518601	 	0.004888268	 	0		0.00		5662661020	R05C02
5	5ncorr	0	147	B00D685	0.9335938	Unknown	1144	7694	29878	1700	13607	39029	0.4479797	0.7518603	 	0.00209205	 	0		0.00		5662661020	R05C03
3famoz_A4	A4	0	148	B00D7MG	0.9381511	Unknown	1099	7260	27953	1661	14127	36973	0.4424188	0.7517322	 	 	 	0		0.00		5662661020	R05C04
3	3ncorr	0	149	B00D68K	0.9361979	Unknown	1046	6032	24352	1650	12055	34408	0.4436019	0.751745	 	0.002086231	 	0		0.00		5662661060	R05C01
1	1ncorr	0	150	B00D68S	0.9440104	Unknown	1147	5941	25114	2106	15298	38247	0.4397137	0.7508479	 	0.005517242	 	0		0.00		5662661060	R05C02
2famoz_3P	3P	0	151	B00D7MK	0.9420573	Unknown	935	6193	25075	1530	13251	35004	0.4406308	0.75049	 	0.00	0.00	0		0.00		5662661060	R05C03
15	15ncorr	0	152	B00D69A	0.9316406	Unknown	1002	6624	26105	1628	13147	35772	0.4521194	0.7523878	 	0.00349406	 	0		0.00		5662661060	R05C04
2	2ncorr	0	153	B00D69H	0.9316406	Unknown	1295	6196	24321	2027	12046	34105	0.4520989	0.7523878	 	 	0.0118798	0		0.00		5662661058	R05C01
12	12ncorr	0	154	B00D69P	0.9361979	Unknown	1414	6861	25619	2245	13013	35769	0.439234	0.7511296	 	0.005563282	 	0		0.00		5662661058	R05C02
4	4ncorr	0	155	B00D69X	0.921875	Unknown	819	4781	21334	1273	9454	29841	0.4346078	0.7398942	 	0.002118644	 	0		0.00		5662661058	R05C03
9	9ncorr	0	156	B00D6A4	0.9375	Unknown	907	4721	21231	1630	11643	32335	0.4408498	0.7498161	 	0.002777778	 	0		0.00		5662661058	R05C04
2	2ncorr	0	157	B00D67Q	0.9401042	Unknown	1043	6997	26847	1620	14003	36622	0.4462558	0.7514639	 	 	0.009695291	0		0.00		5662661020	R06C01
10	10ncorr	0	158	B00D67Z	0.9342448	Unknown	1009	6609	26363	1512	12269	34429	0.4465009	0.7515529	 	0.003484321	 	0		0.00		5662661020	R06C02
12	12ncorr	0	159	B00D686	0.9388021	Unknown	976	7328	29204	1575	13480	38446	0.4421962	0.7511296	 	0.003467406	 	0		0.00		5662661020	R06C03
12	12ncorr	0	160	B00D68D	0.9361979	Unknown	1010	7476	28194	1515	12141	37704	0.4421003	0.7514639	 	0.005563282	 	0		0.00		5662661020	R06C04
14	14ncorr	0	161	B00D68L	0.9401042	Unknown	1089	5974	23627	1974	14070	35777	0.4451405	0.7508479	 	0.004155125	 	0		0.00		5662661060	R06C01
5	5ncorr	0	162	B00D68T	0.9375	Unknown	1046	5404	22717	1834	12704	33695	0.4460307	0.7516426	 	0.002777778	 	0		0.00		5662661060	R06C02
14	14ncorr	0	163	B00D691	0.9407552	Unknown	998	6374	25617	1660	13346	36841	0.4405929	0.7515529	 	0.005536332	 	0		0.00		5662661060	R06C03
WATER	WATER	0	164	WATER	0.1953125	Unknown	157	238	6491	318	513	16571	0.3461114	0.6835463	 	 	 	0		0.00		5662661060	R06C04
